state,StateAbbreviation,StateFIPS,election,year,wave,OVERALLINTEGRITY,PEIIndexp,PEIIndexi,ratingstate,ratingcountry,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,police,electoralauth,BACKGROUND,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,rep,candidate,activist,official,monitor,monitorint,ngo,voted,norole,citizen,supported,leftrightscale,partyid,difficulty,VIGNETTES,vignetteA,vignetteB,vignetteC,EXTRA,rigged,rigged2,machinesaccurate,recordssecure,waited,waited2,multiple,multiple2,regrestrictive,regrestrictive2,obsintimidate,obsintimidate2,popularwill,timely,disinformation,disinformation2,hack,hack2,meddle,meddle2,countdispute,countdispute2,illegalvote,illegalvote2,legalcount,votersuppress,votersuppress2,design,candidatethreat,candidatethreat2,sufficient,audit,SUBFIELD,elections,ampol,statepol,comparative,inter,polcomm,theory,publicadmin,publicpol,methods,socio
Hawai'i,HI,208,USA_06112018_L1,2018,2018,,,65.5102005004883,9,5,,4,2,5,1,5,1,8.33333301544189,8.33333301544189,,4,4,4,4,75,75,,3,3,3,3,4,58.3333320617676,58.3333320617676,,,,2,4,2,4,,61.6666679382324,,2,4,4,4,2,4,2,4,75,75,,4,3,3,2,4,3,55,55,,4,2,4,2,4,2,4,65,65,,2,4,3,3,5,5,5,5,5,2,81.25,81.25,,4,4,4,3,3,3,3,65,65,,2,4,2,4,1,5,3,75,75,,4,3,4,4,68.75,68.75,,10,1,,8,7,5,4,7,,1,0,0,1,0,0,4,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,5,9,,6,5,9,,1,5,4,4,,,2,4,2,4,2,4,4,4,3,3,2,4,1,5,2,4,2,4,4,1,5,4,1,5,4,,,1,1,1,1,0,1,0,1,1,0,0
Hawai'i,HI,208,USA_06112018_L1,2018,2018,,,66.3520431518555,9,4,,2,4,5,1,4,2,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,2,4,2,4,4,75,75,,,,,,,,,51.25,,3,3,5,5,3,3,2,4,75,75,,3,3,3,3,5,3,60,60,,,3,4,4,2,2,4,,55,,2,4,2,4,5,4,5,5,5,5,90.625,90.625,,,4,4,3,3,3,3,,64.5,,4,2,2,4,1,5,2,56.25,56.25,,3,4,3,4,62.5,62.5,,9,4,,7,7,4,5,6,,1,0,0,1,0,0,4,5,2,3,0,3,0,0,0,0,0,0,0,1,0,1,6,5,4,8,,2,4,8,,1,5,5,5,,,2,4,1,5,2,4,1,1,4,2,2,4,,,2,4,2,4,5,1,5,4,2,4,5,,,0,0,1,0,0,0,0,0,1,0,0
Hawai'i,HI,208,USA_06112018_L1,2018,2018,,,71.7602005004883,9,4,,3,3,3,3,2,4,58.3333320617676,58.3333320617676,,4,4,4,4,75,75,,2,4,2,4,4,75,75,,2,4,2,4,1,5,83.3333358764648,83.3333358764648,,2,4,5,5,1,5,1,5,95,95,,2,3,3,4,3,,,49.5,,,3,3,2,4,2,4,,58.5,,1,5,1,5,4,3,5,,4,2,,73.125,,4,4,4,,,2,4,,74,,4,2,,,1,5,5,,74.0625,,4,4,4,4,75,75,,8,1,,6,3,1,3,5,,1,1,1,1,0,0,6,6,2,5,1,5,0,0,0,0,0,0,0,1,0,1,1,2,5,7,,7,9,9,,1,5,5,4,2,4,1,5,2,4,,,4,5,3,3,2,4,2,4,2,4,1,5,5,1,5,4,2,4,3,4,,0,0,0,0,0,0,0,0,0,0,0
Hawai'i,HI,208,USA_06112018_L1,2018,2018,,,54.3877563476562,7,3,,2,4,2,4,2,4,75,75,,2,1,2,3,25,25,,2,4,2,4,4,75,75,,3,3,3,3,3,3,50,50,,4,2,4,4,2,4,2,4,65,65,,4,4,2,,4,4,,60.5,,1,1,1,5,1,3,3,10,10,,1,5,,,4,2,5,5,,1,,68.90625,,4,4,2,,,1,5,,72.25,,4,2,3,3,1,5,5,68.75,68.75,,4,1,1,2,25,25,,8,1,,9,6,4,7,8,,1,0,1,0,0,0,6,2,1,5,1,5,0,0,0,0,0,0,0,1,0,1,1,4,5,8,,9,9,9,,2,4,4,4,4,2,1,5,1,5,1,5,4,4,3,3,,,,,4,2,1,5,4,1,5,4,1,5,1,1,,0,1,1,0,0,0,0,0,0,0,0
Hawai'i,HI,208,USA_06112018_L1,2018,2018,,,79.1581573486328,8,3,,3,3,3,3,3,3,50,50,,5,4,5,5,93.75,93.75,,3,3,3,3,5,66.6666641235352,66.6666641235352,,,,,,,,,49.5833320617676,,1,5,5,5,1,5,1,5,100,100,,5,1,5,5,5,5,100,100,,4,4,2,2,4,,,,61.25,,1,5,4,2,4,2,5,5,5,1,65.625,65.625,,5,4,5,,,,,,82.75,,1,5,1,5,1,5,,,96.25,,5,4,5,5,93.75,93.75,,10,1,,8,6,,2,9,,1,0,1,0,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,7,,7,8,9,,1,5,5,5,1,5,1,5,1,5,1,5,5,4,3,3,1,5,1,5,1,5,4,2,1,1,5,5,1,5,5,5,,1,1,1,0,0,1,0,1,1,1,0
Idaho,ID,106,USA_06112018_L1,2018,2018,,,78.724494934082,9,5,,2,4,2,4,2,4,75,75,,4,5,4,5,87.5,87.5,,2,4,3,3,3,58.3333320617676,58.3333320617676,,,,,,,,,55,,1,5,5,4,1,5,1,5,95,95,,4,3,3,3,4,1,50,50,,,5,4,1,5,2,4,,76.5,,1,5,1,5,4,5,5,5,,1,,81.71875,,5,5,5,1,5,1,5,100,100,,1,5,1,5,1,5,,,95.3125,,5,4,3,4,75,75,,8,4,,5,3,2,2,5,,1,0,1,0,0,0,6,2,1,5,0,2,0,0,0,0,0,0,0,1,0,1,1,1,6,9,,5,8,3,,4,2,4,5,5,1,1,5,5,1,2,4,1,5,4,2,2,4,1,5,1,5,1,5,4,1,5,5,1,5,4,1,,1,1,0,0,0,1,0,0,0,1,0
Idaho,ID,106,USA_06112018_L1,2018,2018,,,57.7806129455566,8,5,,4,2,5,1,4,2,16.6666660308838,16.6666660308838,,5,4,4,5,87.5,87.5,,5,1,5,1,2,8.33333301544189,8.33333301544189,,5,1,2,4,2,4,50,50,,2,4,4,4,4,2,2,4,65,65,,4,2,4,4,2,1,50,50,,2,1,1,4,2,2,4,25,25,,1,5,3,3,4,1,4,4,4,2,59.375,59.375,,4,5,,,,1,5,,86.25,,2,4,2,4,2,4,4,75,75,,4,4,5,5,87.5,87.5,,8,4,,4,4,3,3,6,,1,0,1,0,0,0,6,3,1,5,0,3,0,0,0,0,0,0,0,1,0,1,2,5,2,10,,5,9,6,,1,5,4,4,1,5,4,2,2,4,1,5,4,5,2,4,5,1,,,2,4,2,4,4,2,4,4,2,4,4,,,1,1,0,1,0,0,0,0,0,1,0
Idaho,ID,106,USA_06112018_L1,2018,2018,,,65.076530456543,9,5,,3,3,3,3,3,3,50,50,,4,3,4,4,68.75,68.75,,3,3,3,3,3,50,50,,,,,,3,3,,60.8333320617676,,3,3,3,2,2,4,3,3,50,50,,3,3,3,4,4,3,60,60,,2,2,3,3,3,2,4,45,45,,1,5,1,5,2,4,4,,3,1,,62.65625,,5,5,5,,,1,5,,91,,1,5,1,5,1,5,1,75,75,,5,5,5,5,100,100,,6,1,,8,6,6,6,8,,1,0,1,0,0,0,6,3,1,5,0,0,0,0,0,0,0,0,0,0,1,0,7,5,,8,,6,4,3,,3,3,3,4,4,2,1,5,4,2,3,3,3,4,5,1,4,2,4,2,4,2,2,4,3,2,4,2,3,3,3,3,,0,1,1,1,1,1,0,0,0,0,0
Idaho,ID,106,USA_06112018_L1,2018,2018,,,57.6020393371582,8,7,,3,3,3,3,3,3,50,50,,4,4,5,5,87.5,87.5,,4,2,4,2,2,25,25,,,,,,,,,57.9166641235352,,,,2,2,3,3,,,,51.5,,2,4,2,,2,,,37.25,,,,,4,2,,,,51,,,,,,5,1,4,4,,2,,62.8125,,4,4,4,,,,,,78,,2,4,2,4,2,4,,,75.3125,,,2,3,3,,45.3125,,4,4,,4,3,3,5,4,,1,0,1,0,0,0,6,4,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,5,6,9,,2,7,9,,2,4,4,4,2,4,2,4,2,4,2,4,4,4,4,2,3,3,,,2,4,2,4,3,2,4,4,,,4,4,,0,0,0,1,1,0,1,0,0,0,0
Idaho,ID,106,USA_06112018_L1,2018,2018,,68.3673477172852,68.3673477172852,8,7,,2,4,4,2,3,3,50,50,,4,4,4,4,75,75,,3,3,3,3,4,58.3333320617676,58.3333320617676,,2,4,2,4,2,4,75,75,,2,4,4,4,3,3,2,4,70,70,,4,2,4,4,4,3,70,70,,3,4,2,2,4,2,4,60,60,,1,5,2,4,4,3,4,4,4,1,65.625,65.625,,4,4,4,2,4,2,4,75,75,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,8,1,,8,7,6,8,8,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,4,6,8,,1,5,4,4,1,5,1,5,2,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4,4,2,4,4,1,5,4,4,,1,0,1,1,1,0,0,0,0,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,55.535717010498,9,5,,5,1,5,1,5,1,0,0,,4,4,4,4,75,75,,4,2,5,1,1,8.33333301544189,8.33333301544189,,,,,,,,,65.4166641235352,,3,3,4,4,2,4,2,4,70,70,,3,3,3,3,3,3,50,50,,3,3,2,5,1,3,3,35,35,,2,4,2,4,2,3,4,4,3,2,56.25,56.25,,4,4,4,3,3,2,4,70,70,,2,4,2,4,1,5,4,81.25,81.25,,4,4,4,4,75,75,,8,1,,5,1,0,2,5,,3,0,1,0,0,0,6,7,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,9,,9,8,9,,2,4,3,4,,,1,5,,,2,4,5,5,5,1,5,1,5,1,3,3,2,4,3,2,4,2,2,4,3,4,,0,1,0,1,1,0,1,0,1,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,60.9183654785156,8,4,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,5,5,,,,90.3125,,5,1,5,1,1,0,0,,,,,,,,,55.4166641235352,,4,2,5,5,3,3,1,5,75,75,,4,3,3,5,4,,,69.5,,3,2,3,4,2,4,2,35,35,,,,,,4,2,,4,4,2,,63.4375,,,4,,,,,,,74.75,,3,3,2,4,1,5,,,76.875,,3,,4,4,,67.8125,,9,1,,3,1,1,1,3,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,6,5,4,9,,7,5,8,,3,3,,,2,4,,,2,4,3,3,4,5,4,2,,,,,2,4,2,4,,2,4,4,2,4,,,,1,0,0,0,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,,7,6,,5,1,4,2,4,2,16.6666660308838,16.6666660308838,,4,4,4,4,75,75,,4,2,5,1,2,16.6666660308838,16.6666660308838,,,,,,4,2,,100,,4,2,4,4,2,4,2,4,65,65,,4,2,4,3,4,3,65,65,,2,3,2,3,3,3,3,40,40,,2,4,1,5,4,4,4,4,3,2,68.75,68.75,,5,5,5,3,3,2,4,85,85,,3,3,4,2,1,5,4,62.5,62.5,,3,3,3,4,56.25,56.25,,7,4,,4,4,3,3,5,,2,0,1,0,0,0,6,5,1,5,1,4,0,0,0,0,0,0,0,1,0,1,6,,4,4,,6,2,1,,1,5,5,5,4,2,1,5,2,4,2,4,5,,2,4,2,4,3,3,3,3,1,5,3,3,3,4,1,5,3,4,,1,1,0,0,1,1,0,0,1,0,1
Illinois,IL,209,USA_06112018_L1,2018,2018,,,61.2244911193848,8,5,,4,2,4,2,4,2,25,25,,5,4,5,5,93.75,93.75,,5,1,5,1,2,8.33333301544189,8.33333301544189,,,,2,4,4,2,,48.3333320617676,,4,2,4,4,2,4,1,5,70,70,,4,4,2,2,5,2,50,50,,,2,3,5,1,1,5,,46,,2,4,2,4,4,4,5,4,4,1,68.75,68.75,,4,4,4,2,4,2,4,75,75,,2,4,2,4,1,5,4,81.25,81.25,,4,4,4,4,75,75,,9,4,,7,6,5,6,7,,1,1,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,8,9,9,,2,4,5,2,1,5,1,5,2,4,1,5,5,4,5,1,5,1,1,5,2,4,2,4,4,2,4,1,4,2,4,2,,1,1,1,0,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,75.5612258911133,10,5,,2,4,4,2,2,4,58.3333320617676,58.3333320617676,,5,4,5,5,93.75,93.75,,2,4,3,3,3,58.3333320617676,58.3333320617676,,,,,,,,,51.6666679382324,,1,5,5,5,2,4,1,5,95,95,,,,,,,,,53.5,,,5,,5,1,,,,55.5,,2,4,2,4,5,2,5,,5,2,,72.34375,,5,5,5,,,1,5,,93.75,,1,5,1,5,1,5,,,95,,5,4,5,5,93.75,93.75,,8,1,,9,4,4,4,9,,1,0,1,0,0,0,6,4,2,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,8,,6,0,2,,1,5,5,5,2,4,2,4,2,4,2,4,5,5,,,2,4,,,1,5,1,5,5,1,5,5,1,5,5,5,,0,0,0,0,1,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,72.5,10,8,,4,2,5,1,3,3,25,25,,4,4,5,5,87.5,87.5,,4,2,4,2,2,25,25,,,,,,,,,59.1666641235352,,2,4,5,5,1,5,1,5,95,95,,5,2,4,4,4,,,71.75,,5,4,5,4,2,,,,74.25,,1,5,,,4,5,5,5,5,1,,82.34375,,4,4,4,,,,,,77.25,,2,4,2,4,1,5,4,81.25,81.25,,4,3,4,5,75,75,,10,1,,8,7,7,6,9,,1,1,1,0,0,0,6,5,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,2,7,10,,8,8,9,,1,5,5,5,,,2,4,2,4,2,4,5,5,4,2,2,4,,,2,4,2,4,,2,4,,2,4,5,4,,0,1,1,0,0,0,0,0,1,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,66.9642868041992,8,3,,3,3,3,3,2,4,58.3333320617676,58.3333320617676,,3,4,4,4,68.75,68.75,,,,,,,,30.4166679382324,,,,,,,,,55.4166679382324,,1,5,5,4,,,1,5,,90,,4,2,4,,4,,,67.5,,,,,2,4,,,,55,,2,4,,,4,3,5,,,2,,69.84375,,4,4,4,,,,,,79,,4,2,3,3,1,5,,,63.125,,,4,4,,,76.25,,,1,,6,1,1,6,6,,1,0,1,0,0,1,6,3,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,9,9,9,,1,5,4,4,4,2,2,4,,,,,4,4,,,,,,,4,2,1,5,5,1,5,4,2,4,,,,0,0,0,0,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,70.4081649780273,9,6,,4,2,3,3,1,5,58.3333320617676,58.3333320617676,,4,4,4,4,75,75,,5,1,2,4,1,25,25,,3,3,2,4,3,3,58.3333320617676,58.3333320617676,,4,2,5,5,1,5,1,5,85,85,,4,2,4,5,5,,,77.25,,,4,3,4,2,4,2,,44.25,,2,4,1,5,4,5,5,5,,1,,78.4375,,4,5,5,,,2,4,,83,,1,5,2,4,1,5,1,68.75,68.75,,4,5,5,5,93.75,93.75,,10,2,,6,6,6,7,8,,1,0,1,0,0,0,6,5,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,7,,7,9,9,,1,5,5,5,2,4,2,4,1,5,1,5,5,5,2,4,2,4,2,4,2,4,1,5,5,1,5,5,1,5,5,,,1,1,1,0,0,0,0,0,1,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,68.3673477172852,8,7,,1,5,5,1,1,5,66.6666641235352,66.6666641235352,,2,2,4,4,50,50,,4,2,1,5,1,41.6666679382324,41.6666679382324,,,,,,,,,57.0833358764648,,2,4,5,5,3,3,,,,82.75,,4,1,5,5,5,,,82,,,4,4,2,4,,,,68.5,,2,4,2,4,4,4,4,,4,1,,65.625,,4,4,4,,,,,,76.5,,1,5,,,1,5,,,89.375,,4,2,,3,,55.625,,10,1,,5,5,3,4,4,,1,0,1,0,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,5,8,,2,7,9,,1,5,4,4,3,3,,,1,5,1,5,4,4,4,2,,,1,5,1,5,1,5,4,1,5,4,1,5,2,,,1,1,1,0,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,65.5102005004883,9,8,,2,4,2,4,2,4,75,75,,4,4,4,4,75,75,,4,2,4,2,2,25,25,,4,2,3,3,2,4,50,50,,2,4,4,4,2,4,2,4,75,75,,4,2,4,4,4,2,65,65,,,2,2,4,2,2,4,,41.75,,2,4,2,4,4,4,4,,,2,,72.03125,,4,4,4,2,4,2,4,75,75,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,7,2,,7,4,3,5,6,,1,0,1,0,0,0,6,2,2,5,0,3,0,0,0,0,0,0,0,1,0,1,1,4,5,4,,3,6,8,,1,5,4,4,2,4,1,5,4,2,4,2,4,4,5,1,2,4,3,3,2,4,1,5,4,2,4,4,1,5,4,3,,0,1,0,0,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,58.3928565979004,8,5,,5,1,4,2,3,3,25,25,,4,4,4,4,75,75,,4,2,4,2,2,25,25,,,,,,,,,52.5,,4,2,4,4,2,4,2,4,65,65,,4,,,2,4,,,56.25,,2,2,2,3,3,,,,36.75,,2,4,,,4,3,2,4,4,2,,60.78125,,4,4,4,,,2,4,,75.5,,2,4,2,4,1,5,4,81.25,81.25,,4,4,3,4,68.75,68.75,,8,1,,4,3,,4,5,,2,0,1,0,0,0,6,6,2,5,1,5,0,0,0,0,0,0,0,1,0,1,1,3,7,5,,7,1,0,,1,5,4,4,4,2,,,2,4,2,4,3,4,,,,,2,4,2,4,1,5,,2,4,4,2,4,4,4,,0,1,0,1,0,0,0,0,1,0,1
Illinois,IL,209,USA_06112018_L1,2018,2018,,,60.2295951843262,8,5,,3,3,3,3,3,3,50,50,,3,4,4,4,68.75,68.75,,5,1,5,1,1,0,0,,3,3,3,3,2,4,58.3333320617676,58.3333320617676,,2,4,2,2,3,3,2,4,50,50,,5,1,5,5,5,3,90,90,,1,2,2,5,1,4,2,15,15,,2,4,3,3,5,5,5,5,5,1,78.125,78.125,,3,4,4,,,2,4,,70.25,,2,4,1,5,1,5,5,93.75,93.75,,3,4,3,3,56.25,56.25,,10,1,,8,8,,4,5,,1,1,1,0,0,1,6,2,1,5,0,4,0,0,0,0,1,0,0,1,0,1,1,3,7,10,,6,8,9,,1,5,3,3,4,2,1,5,4,2,4,2,1,5,4,2,3,3,4,2,1,5,1,5,5,2,4,5,1,5,5,3,,1,1,1,0,0,0,0,0,0,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,59.6428527832031,9,9,,5,1,5,1,5,1,0,0,,4,4,4,4,75,75,,5,1,5,1,1,0,0,,5,1,5,1,2,4,25,25,,1,5,5,5,1,5,1,5,100,100,,2,3,3,4,4,,,53.5,,2,1,2,2,4,2,4,40,40,,,,2,4,3,4,5,5,5,2,,74.21875,,4,4,4,,,,,,74.5,,,,,,1,5,4,,78.4375,,4,4,4,4,75,75,,8,2,,9,8,7,9,8,,1,1,1,0,0,0,6,3,1,5,0,3,0,0,0,0,0,0,0,0,1,1,4,1,7,10,,6,8,8,,1,5,5,4,4,2,1,5,5,1,4,2,4,4,4,2,4,2,4,2,,,1,5,5,1,5,5,2,4,3,,,1,0,0,0,0,0,0,0,0,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,75.5102005004883,9,4,,2,4,1,5,1,5,91.6666641235352,91.6666641235352,,4,4,4,4,75,75,,,,3,3,3,,46.25,,,,2,4,,,,60.8333320617676,,1,5,4,5,3,3,2,4,80,80,,5,2,4,4,5,3,80,80,,,5,4,4,2,2,4,,66.25,,1,5,,,3,5,5,5,5,4,,85.78125,,4,4,4,,,2,4,,74,,,,2,4,1,5,4,,77.5,,4,4,,4,,76.5625,,9,,,7,2,2,6,7,,3,1,1,0,0,0,6,7,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,5,7,,6,9,9,,2,4,5,5,,,1,5,1,5,,,5,5,2,4,2,4,2,4,2,4,2,4,4,1,5,4,,,4,4,,0,1,1,1,0,0,0,1,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,76.6071395874023,10,5,,3,3,1,5,2,4,75,75,,4,5,5,5,93.75,93.75,,4,2,5,1,2,16.6666660308838,16.6666660308838,,,,,,1,5,,66.25,,1,5,5,5,3,3,1,5,90,90,,4,1,5,4,4,,,72,,1,1,4,4,2,2,4,35,35,,2,4,1,5,5,5,,5,5,1,,81.09375,,5,5,5,,,1,5,,94.25,,1,5,1,5,1,5,5,100,100,,5,5,5,5,100,100,,7,2,,9,7,4,6,9,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,5,6,7,,3,7,9,,1,5,5,5,2,4,1,5,1,5,1,5,5,5,3,3,,,1,5,1,5,1,5,5,2,4,5,1,5,5,5,,0,0,0,1,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,73.673469543457,10,10,,2,4,2,4,1,5,83.3333358764648,83.3333358764648,,4,4,4,4,75,75,,4,2,2,4,2,41.6666679382324,41.6666679382324,,5,1,1,5,1,5,66.6666641235352,66.6666641235352,,4,2,5,5,2,4,1,5,80,80,,4,2,4,4,4,1,60,60,,,4,4,2,4,4,2,,60.5,,1,5,1,5,2,4,5,5,5,1,75,75,,5,5,5,,,1,5,,96.5,,2,4,2,4,1,5,5,87.5,87.5,,3,5,4,4,75,75,,10,4,,8,6,0,4,8,,1,0,1,0,0,0,6,2,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,3,6,10,,2,1,7,,1,5,5,5,4,2,1,5,2,4,1,5,5,5,2,4,1,5,2,4,2,4,1,5,5,2,4,5,1,5,5,4,,1,1,1,0,0,0,0,0,1,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,64.4897918701172,7,6,,,,,,2,4,,59.5833358764648,,4,4,4,,,77.5,,4,2,4,2,2,25,25,,,,,,,,,57.0833320617676,,2,4,4,4,,,,,,77.75,,3,2,4,,3,,,56.75,,,,,4,2,,,,49.5,,2,4,2,4,4,4,4,,,,,67.8125,,4,4,4,,,,,,75,,2,4,,,,,,,78.125,,3,5,4,3,68.75,68.75,,6,1,,6,6,6,6,6,,1,0,0,0,0,0,6,2,1,5,0,4,0,0,0,0,0,0,0,0,1,1,4,5,5,7,,4,6,4,,3,3,4,4,4,2,2,4,3,3,,,4,4,,,,,,,2,4,2,4,4,2,4,4,,,4,,,0,0,0,1,1,0,1,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,73.0102081298828,8,9,,2,4,2,4,2,4,75,75,,5,4,5,5,93.75,93.75,,4,2,4,2,2,25,25,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,2,4,5,5,2,4,1,5,90,90,,4,2,4,4,4,3,70,70,,,4,4,3,3,4,2,,57.25,,1,5,2,4,4,4,5,4,5,,,75.625,,5,5,5,,,,,,92.25,,1,5,2,4,1,5,5,93.75,93.75,,4,4,3,4,68.75,68.75,,6,1,,8,6,6,8,8,,1,0,1,0,0,0,6,3,1,5,0,3,0,0,0,0,0,0,0,1,0,1,2,6,3,8,,1,5,6,,1,5,5,5,1,5,1,5,2,4,2,4,4,5,3,3,2,4,,,2,4,2,4,5,1,5,4,1,5,4,,,0,1,0,0,0,0,0,0,0,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,79.2857131958008,9,6,,4,2,4,2,1,5,50,50,,5,5,5,5,100,100,,4,2,5,1,1,8.33333301544189,8.33333301544189,,3,3,2,4,2,4,66.6666641235352,66.6666641235352,,1,5,5,5,3,3,1,5,90,90,,4,1,5,4,5,,,78.75,,,5,4,2,4,4,2,,63.25,,1,5,1,5,4,5,5,5,5,1,84.375,84.375,,5,5,5,1,5,1,5,100,100,,1,5,1,5,1,5,5,100,100,,4,5,5,5,93.75,93.75,,9,1,,7,6,3,4,7,,1,0,1,0,0,1,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,5,7,9,,1,5,5,4,2,4,1,5,2,4,1,5,4,5,4,2,4,2,3,3,1,5,1,5,5,2,4,4,1,5,4,5,,0,1,0,0,0,0,0,0,0,1,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,,65.5867385864258,8,7,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,5,5,5,5,100,100,,5,1,5,1,2,8.33333301544189,8.33333301544189,,,,,,,,,55.4166641235352,,2,4,4,4,4,2,,,,65,,4,4,2,4,4,4,65,65,,4,2,2,5,1,4,2,30,30,,1,5,4,2,5,5,5,,5,1,,75.46875,,,5,5,,,,,,88.75,,2,4,1,5,1,5,4,87.5,87.5,,4,4,4,4,75,75,,10,4,,8,5,5,4,7,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,5,4,4,,1,5,4,4,,,2,4,1,5,2,4,5,5,4,2,4,2,2,4,2,4,2,4,4,2,4,5,1,5,,,,1,1,0,0,0,0,0,0,1,0,0
Illinois,IL,209,USA_06112018_L1,2018,2018,,71.4285736083984,71.4285736083984,9,8,,2,4,4,2,2,4,58.3333320617676,58.3333320617676,,4,4,4,4,75,75,,4,2,4,2,2,25,25,,3,3,3,3,3,3,50,50,,1,5,5,5,2,4,1,5,95,95,,4,2,4,4,4,2,65,65,,3,5,4,2,4,3,3,70,70,,2,4,3,3,5,5,5,4,5,3,81.25,81.25,,4,4,4,2,4,2,4,75,75,,2,4,2,4,1,5,4,81.25,81.25,,4,4,4,4,75,75,,9,4,,8,5,5,8,7,,1,0,1,0,0,0,6,3,1,5,1,4,0,0,0,0,0,0,0,1,0,1,2,9,2,10,,1,1,7,,1,5,4,4,2,4,2,4,2,4,2,4,5,5,5,1,2,4,2,4,2,4,2,4,4,2,4,3,2,4,4,3,,1,1,1,0,0,0,0,0,0,1,0
